protein	./study/MSdata/20250101_STUDY_AB_plate1_A6.mzML	./study/MSdata/20250101_STUDY_AB_plate1_A7.mzML	./study/MSdata/20250101_STUDY_AB_plate1_A8.mzML	./study/MSdata/20250101_STUDY_AB_plate1_A9.mzML	./study/MSdata/20250101_STUDY_AB_plate1_A10.mzML	./study/MSdata/20250101_STUDY_AB_plate1_A11.mzML	./study/MSdata/20250101_STUDY_AB_plate1_A12.mzML	./study/MSdata/20250101_STUDY_AB_plate1_B1.mzML	./study/MSdata/20250101_STUDY_AB_plate1_B2.mzML	./study/MSdata/20250101_STUDY_AB_plate1_B3.mzML	./study/MSdata/20250101_STUDY_AB_plate1_B4.mzML	./study/MSdata/20250101_STUDY_AB_plate1_B5.mzML	./study/MSdata/20250101_STUDY_AB_plate1_B6.mzML	./study/MSdata/20250101_STUDY_AB_plate1_B7.mzML	./study/MSdata/20250101_STUDY_AB_plate1_B8.mzML	./study/MSdata/20250101_STUDY_AB_plate1_B9.mzML	./study/MSdata/20250101_STUDY_AB_plate1_B10.mzML	./study/MSdata/20250101_STUDY_AB_plate1_B11.mzML	./study/MSdata/20250101_STUDY_AB_plate1_B12.mzML	./study/MSdata/20250101_STUDY_AB_plate1_C1.mzML	./study/MSdata/20250101_STUDY_AB_plate1_C2.mzML	./study/MSdata/20250101_STUDY_AB_plate1_C3.mzML	./study/MSdata/20250101_STUDY_AB_plate1_C4.mzML	./study/MSdata/20250101_STUDY_AB_plate1_C5.mzML	./study/MSdata/20250101_STUDY_AB_plate1_C6.mzML	./study/MSdata/20250101_STUDY_AB_plate1_C7.mzML	./study/MSdata/20250101_STUDY_AB_plate1_C8.mzML	./study/MSdata/20250101_STUDY_AB_plate1_C9.mzML	./study/MSdata/20250101_STUDY_AB_plate1_C10.mzML	./study/MSdata/20250101_STUDY_AB_plate1_C11.mzML	./study/MSdata/20250101_STUDY_AB_plate1_C12.mzML	./study/MSdata/20250101_STUDY_AB_plate1_D1.mzML	./study/MSdata/20250101_STUDY_AB_plate1_D2.mzML	./study/MSdata/20250101_STUDY_AB_plate1_D3.mzML	./study/MSdata/20250101_STUDY_AB_plate1_D4.mzML	./study/MSdata/20250101_STUDY_AB_plate1_D5.mzML	./study/MSdata/20250101_STUDY_AB_plate1_D6.mzML	./study/MSdata/20250101_STUDY_AB_plate1_D7.mzML	./study/MSdata/20250101_STUDY_AB_plate1_D8.mzML	./study/MSdata/20250101_STUDY_AB_plate1_D9.mzML	./study/MSdata/20250101_STUDY_AB_plate1_D10.mzML	./study/MSdata/20250101_STUDY_AB_plate1_D11.mzML	./study/MSdata/20250101_STUDY_AB_plate1_D12.mzML	./study/MSdata/20250101_STUDY_AB_plate1_E1.mzML	./study/MSdata/20250101_STUDY_AB_plate1_E2.mzML	./study/MSdata/20250101_STUDY_AB_plate1_E3.mzML	./study/MSdata/20250101_STUDY_AB_plate1_E4.mzML	./study/MSdata/20250101_STUDY_AB_plate1_E5.mzML	./study/MSdata/20250101_STUDY_AB_plate1_E6.mzML	./study/MSdata/20250101_STUDY_AB_plate1_E7.mzML	./study/MSdata/20250101_STUDY_AB_plate1_E8.mzML	./study/MSdata/20250101_STUDY_AB_plate1_E9.mzML	./study/MSdata/20250101_STUDY_AB_plate1_E10.mzML	./study/MSdata/20250101_STUDY_AB_plate1_E11.mzML	./study/MSdata/20250101_STUDY_AB_plate1_E12.mzML	./study/MSdata/20250101_STUDY_AB_plate1_F1.mzML	./study/MSdata/20250101_STUDY_AB_plate1_F2.mzML	./study/MSdata/20250101_STUDY_AB_plate1_F3.mzML	./study/MSdata/20250101_STUDY_AB_plate1_F4.mzML	./study/MSdata/20250101_STUDY_AB_plate1_F5.mzML	./study/MSdata/20250101_STUDY_AB_plate1_F6.mzML	./study/MSdata/20250101_STUDY_AB_plate1_F7.mzML	./study/MSdata/20250101_STUDY_AB_plate1_F8.mzML	./study/MSdata/20250101_STUDY_AB_plate1_F9.mzML	./study/MSdata/20250101_STUDY_AB_plate1_F10.mzML	./study/MSdata/20250101_STUDY_AB_plate1_F11.mzML	./study/MSdata/20250101_STUDY_AB_plate1_F12.mzML	./study/MSdata/20250101_STUDY_AB_plate1_G1.mzML	./study/MSdata/20250101_STUDY_AB_plate1_G2.mzML	./study/MSdata/20250101_STUDY_AB_plate1_G3.mzML	./study/MSdata/20250101_STUDY_AB_plate1_G4.mzML	./study/MSdata/20250101_STUDY_AB_plate1_G5.mzML	./study/MSdata/20250101_STUDY_AB_plate1_G6.mzML	./study/MSdata/20250101_STUDY_AB_plate1_G7.mzML	./study/MSdata/20250101_STUDY_AB_plate1_G8.mzML	./study/MSdata/20250101_STUDY_AB_plate1_G9.mzML	./study/MSdata/20250101_STUDY_AB_plate1_G10.mzML	./study/MSdata/20250101_STUDY_AB_plate1_G11.mzML	./study/MSdata/20250101_STUDY_AB_plate1_G12.mzML	./study/MSdata/20250101_STUDY_AB_plate1_H1.mzML	./study/MSdata/20250101_STUDY_AB_plate1_H2.mzML	./study/MSdata/20250101_STUDY_AB_plate1_H3.mzML	./study/MSdata/20250101_STUDY_AB_plate1_H4.mzML	./study/MSdata/20250101_STUDY_AB_plate1_H5.mzML	./study/MSdata/20250101_STUDY_AB_plate1_H6.mzML	./study/MSdata/20250101_STUDY_AB_plate1_H7.mzML	./study/MSdata/20250101_STUDY_AB_plate1_H8.mzML	./study/MSdata/20250101_STUDY_AB_plate1_H9.mzML	./study/MSdata/20250101_STUDY_AB_plate1_H10.mzML	./study/MSdata/20250101_STUDY_AB_plate1_H11.mzML	./study/MSdata/20250101_STUDY_AB_plate1_H12.mzML	./study/MSdata/20250101_STUDY_AB_plate2_A1.mzML	./study/MSdata/20250101_STUDY_AB_plate2_A2.mzML	./study/MSdata/20250101_STUDY_AB_plate2_A3.mzML	./study/MSdata/20250101_STUDY_AB_plate2_A4.mzML	./study/MSdata/20250101_STUDY_AB_plate2_A5.mzML	./study/MSdata/20250101_STUDY_AB_plate2_A6.mzML	./study/MSdata/20250101_STUDY_AB_plate2_A7.mzML	./study/MSdata/20250101_STUDY_AB_plate2_A8.mzML	./study/MSdata/20250101_STUDY_AB_plate2_A9.mzML	./study/MSdata/20250101_STUDY_AB_plate2_A10.mzML	./study/MSdata/20250101_STUDY_AB_plate2_A11.mzML	./study/MSdata/20250101_STUDY_AB_plate2_A12.mzML	./study/MSdata/20250101_STUDY_AB_plate2_B1.mzML	./study/MSdata/20250101_STUDY_AB_plate2_B2.mzML	./study/MSdata/20250101_STUDY_AB_plate2_B3.mzML	./study/MSdata/20250101_STUDY_AB_plate2_B4.mzML	./study/MSdata/20250101_STUDY_AB_plate2_B5.mzML	./study/MSdata/20250101_STUDY_AB_plate2_B6.mzML	./study/MSdata/20250101_STUDY_AB_plate2_B7.mzML	./study/MSdata/20250101_STUDY_AB_plate2_B8.mzML	./study/MSdata/20250101_STUDY_AB_plate2_B9.mzML	./study/MSdata/20250101_STUDY_AB_plate2_B10.mzML	./study/MSdata/20250101_STUDY_AB_plate2_B11.mzML	./study/MSdata/20250101_STUDY_AB_plate2_B12.mzML	./study/MSdata/20250101_STUDY_AB_plate2_C1.mzML	./study/MSdata/20250101_STUDY_AB_plate2_C2.mzML	./study/MSdata/20250101_STUDY_AB_plate2_C3.mzML	./study/MSdata/20250101_STUDY_AB_plate2_C4.mzML	./study/MSdata/20250101_STUDY_AB_plate2_C5.mzML	./study/MSdata/20250101_STUDY_AB_plate2_C6.mzML	./study/MSdata/20250101_STUDY_AB_plate2_C7.mzML	./study/MSdata/20250101_STUDY_AB_plate2_C8.mzML	./study/MSdata/20250101_STUDY_AB_plate2_C9.mzML	./study/MSdata/20250101_STUDY_AB_plate2_C10.mzML	./study/MSdata/20250101_STUDY_AB_plate2_C11.mzML	./study/MSdata/20250101_STUDY_AB_plate2_C12.mzML	./study/MSdata/20250101_STUDY_AB_plate2_D1.mzML	./study/MSdata/20250101_STUDY_AB_plate2_D2.mzML	./study/MSdata/20250101_STUDY_AB_plate2_D3.mzML	./study/MSdata/20250101_STUDY_AB_plate2_D4.mzML	./study/MSdata/20250101_STUDY_AB_plate2_D5.mzML	./study/MSdata/20250101_STUDY_AB_plate2_D6.mzML	./study/MSdata/20250101_STUDY_AB_plate2_D7.mzML	./study/MSdata/20250101_STUDY_AB_plate2_D8.mzML	./study/MSdata/20250101_STUDY_AB_plate2_D9.mzML	./study/MSdata/20250101_STUDY_AB_plate2_D10.mzML	./study/MSdata/20250101_STUDY_AB_plate2_D11.mzML	./study/MSdata/20250101_STUDY_AB_plate2_D12.mzML	./study/MSdata/20250101_STUDY_AB_plate2_E1.mzML	./study/MSdata/20250101_STUDY_AB_plate2_E2.mzML	./study/MSdata/20250101_STUDY_AB_plate2_E3.mzML	./study/MSdata/20250101_STUDY_AB_plate2_E4.mzML	./study/MSdata/20250101_STUDY_AB_plate2_E5.mzML	./study/MSdata/20250101_STUDY_AB_plate2_E6.mzML	./study/MSdata/20250101_STUDY_AB_plate2_E7.mzML	./study/MSdata/20250101_STUDY_AB_plate2_E8.mzML	./study/MSdata/20250101_STUDY_AB_plate2_E9.mzML	./study/MSdata/20250101_STUDY_AB_plate2_E10.mzML	./study/MSdata/20250101_STUDY_AB_plate2_E11.mzML	./study/MSdata/20250101_STUDY_AB_plate2_E12.mzML	./study/MSdata/20250101_STUDY_AB_plate2_F1.mzML	./study/MSdata/20250101_STUDY_AB_plate2_F2.mzML
A0A075B6H9	294201.9999999999			2833010.0000000005	469336.99999999977			708578.9999999993		240806.99999999977	282450.9999999999	1100640.0000000033	1732509.9999999995	249554.78479371892	257030.99999999997			1722790.0000000037	342323.0	212426.99999999994		664731.9999999995		330341.9999999998		670964.9999999994	107890.00000000009			1443939.999999999	351979.00000000006	305328.99999999965	2823530.0000000033	371346.99999999977		153809.0000000001	1048740.0000000005	286230.0000000003	190632.00000000015			215521.99999999997	274147.00000000035		425706.99999999895	251118.9140162966		698366.9999999992	422176.00000000076	229805.99999999997	461536.00000000047			324708.00000000023	280772.99999999936				450519.0000000001	1052579.9999999965	338265.81283748976	492749.79928956286	1093350.0000000007		467660.00000000047	113580.0000000001	119391.99999999987		228673.00000000017	235373.99999999977	236934.99999999997	149801.99999999997	234735.00000000026	1767499.9999999998	294880.0000000004	84346.89999999994	124006.9999999999	1226499.9999999993	92097.10000000006				120620.99999999997	285791.99999999965	329315.11198058556	72274.19999999991			872482.000000001					231979.99999999985			1657430.0000000012		1686199.9999999995	1582380.000000001	156678.00000000015		2483850.0	1112960.0000000007		406883.5313796714	2965219.999999997	1562870.0000000007	67227.10000000005	143175.99999999988		1985659.9999999977	1226319.9999999984		182200.99999999997	1685149.9999999995	1210039.9999999988	2125469.9999999967	1058319.9999999981		1136990.0000000002	875739.9999999998	502401.86163727206		277198.0000000003	1824110.0000000012	2229470.0	1057750.0000000012	340692.99999999884		421535.0877316948	2419830.0000000023	1694350.0000000007	598089.0000000007	517338.9999999997	1162279.9999999988	1332809.9999999986	118374.99999999999		268208.99999999965	1171939.9999999986	4346550.0	1541329.999999999	1463819.9999999995	1829169.9999999993	67938.10000000003			1179500.0000000014	170391.0000000001	217826.99999999994	338007.9999999991	
A0A075B6I9		293076726.660461		221998872.8571		91114616.90929373					68436356.68258898	149504765.75754786	29949042.7050242	53913164.31232165	87802739.20925753	125683653.0388685	108475718.00935586					76681385.27257375	163890031.48149326	55631028.82606711		41703859.40937694				218604930.78081736	89166924.43037517	67706509.91404963	245472395.65231007		222271031.81344783	54978283.84255136	337102067.17424035	219441158.99968508	246786526.6627667	94259889.85160393	194531498.89428863	97831559.01441859	183999127.15883958	193896947.9308308	282138915.82156897		342084120.66602623	184941711.5638751	261319468.0224684	108537980.9930003	215964322.4997936		22818081.760325804	313524351.29665357	217981103.7949728	87838229.62385727			67301341.47568704	275453797.912904	290279219.2044141		140889670.42431754	83753527.4062852	212074120.26483604		189830219.1148706			307956834.1641342		97527972.39359613		37407740.635964304	114662391.20922789					93217399.21829712	74945888.68309881		253767665.88845256	204263467.5255175	313058738.05313873		76542133.38049315			90390354.44728827		78204441.63325475	51184133.82128985	189939715.09306908	154319128.27271068		137690863.84425858	35669421.641633645	274631685.6329235	83802162.04475418	138163548.30328968		118291424.65680358	97805467.93138576	135525781.91040966		115824481.04518238	90884453.77100271		275483531.3978649	48837751.140224166	52800138.95889576		78104330.22639538	398098557.233806		262408851.21874678	212234386.26852497	94452691.13486485		81912904.34691435	503079478.9429947		241063032.50264862		240844473.56095877	196989789.3535146	152371278.20468074	179259915.10166672	193678968.42720574	39255574.57996579	100561654.74024817	206908474.40990856	91744702.04425614	61286593.27359846		116807284.24815676		164782561.84456432	207892450.6626103	61930470.07866076	131799907.56024772	93631767.71322018	292739197.8016392		222552525.79520795	247085056.96717235	451082467.67621744	247859428.30994427	231512744.95071948	188207665.8221955	84620691.24735616	126550377.92922579
A0A075B6J1	682918.2102900107	818668.1268528252		1412210.016013621	3827441.9677465986	554451.1047460783	1720504.0012321563		1220383.025559703	3952704.0610054783	2166642.5499732927	1582814.838940326	504919.28642718313	1978161.8043662575	511668.4423249089	4483800.805171027	2238624.998256724		3785214.2211266225	1608408.440976207		2084041.0091485172	1426109.4476168798				1332627.7048364067	2174630.5283508846	1112221.2963080772		3465109.2803104944	1530640.654755365	2608413.659921181	1195375.6036323877	6034897.44342689	1903946.279855648		1361253.7294017188	2543275.9178651115		1486454.7451603042		1520509.2976478664		1605207.5146143613			17700457.220615808	1413404.619598109	1335689.6950224955	3260621.5193426474	227667.3428241864		933120.0064313887	2083202.7172120104		275680.9016656002	1561545.826308585	4452697.723779704					7725501.263626894			4158024.1339177242	749694.7771783721	1793896.2579425266		5946888.371858362	1013671.3310832625	1959688.62160057	981668.1722112044	1358284.744703431			477490.43387894536	2251632.4724956867		4718985.266977161	1096909.9608410087	2450262.325017979	1049233.0944421026	1404946.3124781053	460730.6860837312	1088120.1589044929	4324331.213878408	5053915.87325775	998769.2883594738		1218123.083603288	4087285.228865013	1334391.6449957173		1450440.1501451544			1190667.2790884417	1640821.9572036187		14037978.241519855	1917526.2311075756	1948211.509852329	1281637.5738405494		2263148.752721381	865471.3624572732	1628229.9251957054	203549.32580035363	2170044.7829963095		866725.6721409135	4016532.105866743	5029266.609372074		4007122.5134033607	1254128.0178964685		812803.6575136621	2484018.1679249313	1279437.0748978916	1175821.6944833405	2273119.5390656525	1427633.6984664523	83921.23607944607	4384959.401100795	3459176.3792862077			1573313.2345442555	655727.8080430729	1289912.5624102233		1517389.7110255747	1330618.1266666036	5027236.637891804	1628496.228373113	1445071.4806155511	1168793.284906076	3026127.932376263	1927578.5103316777	1530506.7775856124			792516.4816420672	727471.3171576707	6556386.542068917	1628697.956846545		8301967.012285417		
A0A075B6J2	430945.7519930048			909830.839566698	1137261.9368164304	446561.8567348253			364354.1855934606		1056144.375602122	4558022.074772455			494376.6553032739	557986.5874401031	249118.34434607258		400366.242012657	438313.29750811117	575690.8485822703		423124.1116762389	2337251.144146426	860729.3592990031	1408456.0931070717	1557811.364840855			143633.7022227894		1155789.1768075312			679720.9530024318	818698.2304481962	491074.36069861124	1441536.7264021912	2888894.8882575585	1939799.7289715281	1284448.0443335671	1464160.160941195	692582.9567212531	5680766.498322393		916091.0630711985	1762205.5699342906	319578.5646492284		401058.42233687814	1147011.656447838	400333.40298004507	236309.92688200538	281883.10270202777		290829.75187881204			327822.82972723554		801436.3819088575			685452.7555724476	234109.68184685044	2652745.9190603765		179811.45508249884	739713.2907706144	2218088.3880029935	364235.38154663634	1345597.8216906034			2427594.176621445	2498207.2381141316	851184.208588086		2866301.0337522924		3633792.301099559	731524.8147496381		312959.80186507053		1030984.7806764212	993463.0486379503	1340967.6106027954	1292711.1529947363	1739155.3615054616	1215034.087574747	160603.92059627842	1725169.5325158567		605468.4685398253			252630.78134570297									1297371.0295279976		90187.17202753504	255892.846971364	2313434.6609653053	631668.1856498385	641660.8786714667	1719733.0751928475	464699.4551223998	282656.44014346885		2204914.625599472	4369808.5323735485	1149754.28537498			278567.4663543439	3022295.606051589	2886834.8330422766	1090620.1941280155	881533.1002058774	1023907.2118476393		263297.436795156	382204.574696853		486794.2529357232	609934.2240207242	386349.52290517034	2151916.190408724	394112.7812900142	1209824.890885261		2216525.7575708944		2504736.561703882		376272.0682704801	534238.6747093946	1832649.7804789708	7942805.340627194	483416.23694055044	458934.3727491654	678000.3505497157		648328.3143794882	1037361.4888094346
A0A075B6J9	25116422.175486997			40141620.66701426		53241698.35545973	16182367.608555878	41597974.01392585	12508256.814365681		48062968.87174664	22112232.141493678	102293257.67763495	63563211.45209634		45981898.936965756		62579655.84205354	24390542.482960466	76073329.7717265		7764472.073093866	33705883.75901164	29832250.422110908	27597087.056664407		19894361.976056352	11420986.674991934	16881021.776408616		6733250.309871109	15905748.824158402	44259302.95171714	13139299.199516594			23664001.28977748			10406439.106084341	16022103.348151319	16811133.584515873			43173891.8388008			33557350.59860054	39881514.49537871				9721463.327809151	11607753.629214337	18395203.47818353	57345301.829365246		45479327.169431254	18987344.797820345		21908954.727002777	26196634.955270037	175995516.58772102		44539907.798831664		18459412.94448375	91135252.27570692				23964151.60588212	23850110.07672566	7735976.087065047	58966767.77509911	12972570.9570158		16036674.055837747		28077647.051003188	51189882.43504706				10270361.441408392		28788713.495436843	26686912.999698244	39689071.1553112		11296067.938740127			19453304.672479797		13316157.935420034	109832032.13725658	9632105.679402867	35600380.53236607	16495605.575406896		39511190.4123602		63113782.050659895	14464322.182013623		106508802.8477033	32084850.369055066	8447327.328957198	50237067.252826974		7204390.010002644	35587281.85820012		23505025.022525325	12775343.44817442	14120065.138608443		16364926.5470241	71430512.45544463		38665551.83638551	38083422.74199871	27556909.639866322				34247962.00019684	11561932.3477009		4353852.408244627			5972800.626770924		37557206.85995412	116578643.02143842	37154458.0260067	69754069.74140435			29391910.354395743	11286997.320633298	6113380.711518339	31008476.030523624			52177546.867172725	37192537.291905224	16346478.416532218		31336374.940450963	15335697.103350993
A0A075B6K0	7918193.725571409	11955513.13476268	14172224.197134774		34872972.80195927		32462068.392412692	16027906.468029749	11660908.280791711		110755996.4150931	37920637.581635565	22721199.83160819	23385173.965323757	14504965.547391035	50908997.63210244	35590351.25950969	16245244.160070356	29073391.553594526	57469316.3042952		49923072.65728413	47193879.75868215	23276349.302320115	25850578.06914315	99937853.71271393	51371554.3322785					37499074.9605231		22411113.526997022	30430462.888723083	39052344.54164312	60057153.05795354		52336902.99750701	59642179.24294344			32563779.718727615	44303113.29768565		29954251.108701035		22037137.922791444	57216779.73103909	25461490.108041402	30363757.066817697	42628627.34537767		39891899.24400087	64027584.38952654		39719387.460196264		54302148.94014578			10366632.164903568	20895145.231839467	26990824.77224858	25722199.80808508	33481816.86229706	32440980.21086703	42956047.427650176	9485309.320086619	15040165.327655038	23817414.189208355	105689756.57955512	32704140.02332441	75142162.16473171	29072756.023883734	25393377.070315074	20843098.584628735		20096491.655391857	16385043.42855189	35511797.683745466		40965824.99065258		50280679.337601565	40679452.22494879	133915887.65690881	116514971.27660842		22252155.293773536		56976908.796578325	38652783.267066546		30187716.58639892		10291130.76144316	36312349.671585456		59851902.3509929	39842443.69994736	17282585.789512146	36401280.853758425	35561453.27136301	13587368.454069765	15042805.004615387		19799689.205096073	13320153.266973486	37117449.953718215	57321036.60606265	54348540.01950999			14113753.537172697	11727702.379455306			33158564.73557106	27160927.032337632		73807366.19336648	18881127.081604026	54876836.957729325	14097564.478741331	23532331.599292997		49826400.85439277	15236926.584505074			32413310.111503918	69045792.87512997	44859954.65777339	55278044.78569406	17652483.49944281	11951540.603858313		32840658.81008027	62951110.57571936	8946930.358351769	54392471.98733793	79570363.35864253	28453196.464453213	31126496.088369			31911699.738617692	20351718.20676437	46677608.1316306	32345478.65214298	54612262.62556792	
A0A075B6K2	171889.709756148	1533988.324915127	482314.3256025915	697552.1139751985	1022214.9151422487	1066593.7155504958	1222063.1614059578		286818.24260002247	414457.09230939177	681426.9394794726			3696880.1400885126	3132186.6581115527		1262801.8611823313	754551.2201923163	1922209.869591567				1214800.848398971	172408.19498707887	300966.31171669887		307820.969415902	723552.5128934443	1221716.8790479563		365165.2944943898	2674428.036610991	877214.1898959327		1249664.509981775	182266.0014565493		223007.94517314844	1075422.5385972962	344586.68894624733		1794615.8971910477	300190.35634772544	536912.3708673645		1603863.7558290658	456994.663656547	417889.1235484682	636054.1784378039		6221530.59860123	1633202.5374051994	263783.0124270671	710356.6095859698			221013.79749987315	208622.65838028287		655178.479629443			491496.89705741836	1279093.4394010785	198620.82677306986	599873.8030467458	695505.0976510257			230855.6026941538			257322.6855335754	926853.0448703363		320807.0660047973	300084.7427929864	92322.49634145688	641897.0313559781	289585.11926520336	585190.4664724614		768619.2374691692	66625.35758670361	614986.7683664146		478123.0773012198			453615.3359879743				508645.1305418735	460947.9830487333	748539.1081043438	756629.0866446315	1145216.6819498828	198928.43744690032		665975.7550809288		767224.8439913731	142020.86381598638	1027968.8778871882		869277.1787759202		985737.4468373593	87572.97104413723	420396.61807351373	469865.22717390116	172674.1073781811		591090.512833136	107485.06556341062	2395827.6725285416		2559579.6838189815		996817.116930278				778451.4791826068	495797.58372077014	617360.5748011189	12016790.054067569					205766.72933777815		4904830.985680861	462522.97632764914	457560.17214762024		207401.4361808945	182130.68706204213	243685.19844488648	756490.6498417712	276218.3566829293	2017511.0580782818			2105332.948960442		1054577.877459098	2444216.506647484	417322.3142171347	674931.4157146007	487532.7956967005
A0A075B6K4	63513594.54814198		83715162.66772074	30442279.168433856	27769234.5232848	28399477.668062728	104328225.48204161	51237274.110455975	93943581.32176152	29659221.584444012	257953110.84094277		78249429.39162625			140096730.300123	17775146.5923427	115056596.85823114	127975305.42474034	25831855.63468934					26077953.408089034	90237694.90579899		44840558.80444327			159906780.7452328	28350936.560846895	54735853.739054985	58433864.73160648		34300459.00836988	51698013.070967115	120896753.94039288		69552416.93557909	100837956.51898699		64558771.54704089		25162012.04119537		72131841.36359155		41622873.60744664	36760716.710157074		85976212.7809883	31388882.1709327		69027444.19659731		105863508.32895984		154422447.71931976	50235461.26938751	40176890.60372282		27632607.95551102	209267025.72775114		34490724.25444025	39294601.66601257	85225537.63850397	82672535.84466241	60272542.29647457	58971413.88249428	188189117.33988857	94461576.00330468	50601541.806993164		87047893.04753616	94319245.7132287	20978928.53495217		69702778.5604275	55744777.20013275	46415068.18691411	116426763.64704499	24275925.323379193	51139328.11659331	72695794.73900545	182067400.29856843	152715018.6740959	38832815.59443674	147673685.90868446	58760397.31209948	137826155.72091848	192578791.50498977		68853912.90404072	240038154.55323	25276670.55287932	269060715.04491603	30265895.67675252		119746212.82958369	98955779.06789023	83108305.14544372	262995672.379481	22030886.361260917	40136776.62594314	155073345.6407826	43416307.34505088	152282291.95789343	37244666.0763134	72320134.83493002	110779623.76090582	107650020.2763219	82718063.15478042				50757683.461367026	121436729.67697425	43211604.67690379	24144949.146205135	218530830.38749337	40835982.74387133	135986612.11354148	43276853.15093514	77974166.50709154		262994753.81697968		94564880.40133104	18065927.06370246	74401172.56341249	132946058.28923486	55956191.00739137		93832612.11333606		141754113.9335825		51253486.76116264			55976402.83997267	58924678.310795665	201023098.86043248	33858079.90206257	43671192.17309318		33183260.704830013	141898085.7846972		140857236.47300977	93684777.0248253
A0A075B6K5		146908921.49927133	270841985.8536186			139606815.9540079	401920535.8206584		611402432.950951	399273944.87392133	826530705.0771867	93660193.93818603			220456576.28709733	89460829.74629591		89326168.52922334	603627281.3476756	371620947.8560362	244894284.13902158		453088433.43522376	403599641.0997412		169488977.32338604	301624649.5100461		145131198.3896163			495122507.4133685	286365986.3770357	64965715.0394017	877937002.994933	308125698.2150684	499258123.1307798	410991890.23951626	215951233.33765545	235406367.78689754	296086687.6423617	142930663.2983196	202712974.01671112		222077583.98626035	113044053.95213626	118636196.31108417	579572725.3319786	441100527.84990007	177070861.08809125	131843850.3783655	1384355791.274683		642217538.2086539	536223620.97163814	350303336.5876376		189023319.86769977	315709612.72156495				176192541.64646113	482898392.5103093	135912887.29133347			179086422.52782094	89280585.99275634		117273166.43828797	567282075.4277099		120207480.44959183				257186332.91524896	502414672.5706456	79600484.35615627	156092661.64694533		502722118.73101467	137372866.21135962	356062223.1807193	430345786.1992742	719463699.1964251	365492750.73480994		149208496.534993	141433323.44840273	113655357.7998488	628411686.879433	567093233.8268421		101977751.88964109		160869442.566364	116570024.89782795	398999210.111178	267846675.25757596		358239749.72290534	367672607.2212104	187802298.85470852	124980041.3585958	933600867.1532264		707961685.5311317	165767176.9806661		660130202.9336004		345162578.3842414	455012657.0178287	353058323.1963297	607118253.2951413	236663979.75193807		199598625.67653194	112653919.14770429	574305160.3227448		99310262.69710682	574079488.163948		252877564.70304945	423478146.2036418	100710026.3521649			356028355.8473313	137869936.4638738	98355159.30818346	390266195.7255743	187369590.1660967		388189648.7099478	343101777.70831794	853960337.8980361	73996454.06680648	300854737.2156225	128184607.97949612	151823782.46519056	472176044.48063666		452833285.2563214		218089266.82020968	240580769.74049506	234449191.47721955	635824854.3092734	175563339.6946671
A0A075B6K6	182517.75999354883	106546.70584297307		122473.70462818023	138111.1649841312	184684.3145282814	89971.0457884267		221182.96596457422		134011.83463130723	192436.1864998999	198215.49561974354	148300.36633176933	127887.40171952429	47479.11215016687	621647.1253436139	150499.16437301433	384569.1941163878	390444.5939236758	132038.08853761744			232864.96183833957		121254.12746977466		170651.86615255233	244583.11536862294	211675.38507753474	391327.5266873876	381708.62773110945		103388.69740433285	170518.19844784107	126564.43037959271	331860.7436314583	321314.02733489935	384153.0574885008	387471.3297428719	248474.67052442033	113377.93693392989	48193.4770642454	187775.5859989705	169435.16069945644		179408.55496052015	326999.13446566864	189914.4167589993	73086.89845499238	240705.8770483661			738563.4343747855	255384.43304499393	134146.9423525845		214969.80384272433	61872.53764056189	293265.53692348156	982937.0305745066	414326.6136604728	207840.08673252494	296691.1193333726	178500.86980736587	183302.57229074324		930411.2286890192	129825.33879560538	102449.0148905311	294244.3273300929			106244.18487487764	331480.6488663322		124045.64949354134	169624.65892431908	122883.24608244159	265230.9914138615	194999.47750441343		165575.2700350648	144522.43788530488	243260.3367945239	75379.3893371679	157289.56440831738	249326.09233107124		58012.41736449948	72104.26001698506	373804.01872696355				195771.8151840987	239357.13499076897	147215.50633497065	313664.59085865616	689176.5647449187	165411.0274337637	762253.6234796438		136414.65681580457	110006.88877650998		225657.6716448395	232083.32885393163	159365.50117704395	436177.4133489206	129297.89857510748	63951.27003526234	56650.4288221788	211791.68502484928			582013.1739986372	167143.86727299786	389243.3809899384	251386.6467180009		527576.4802110515		64855.46123109112	152345.33409707178	104255.80975162669	142739.578727831	128085.96144386492	105834.41797237466		70772.12131275542				179178.88316113586		294744.1204215807	174382.27072398423		96793.10984466108	71918.97744973928	189662.7550641783	377015.7099260896	283386.10945996665			346092.5372441934	523700.7360943791	82473.32229190953	183008.1110106905	32193.978466559383	146386.39186169108	
